"gene_id","gene_id_clean","symbol","entrez"
"ENSG00000182827.8","ENSG00000182827","ACBD3","64746"
"ENSG00000182831.11","ENSG00000182831","HAPSTR1","29035"
"ENSG00000182836.9","ENSG00000182836","PLCXD3","345557"
"ENSG00000182841.12","ENSG00000182841",NA,NA
"ENSG00000182853.11","ENSG00000182853","VMO1","284013"
"ENSG00000182854.8","ENSG00000182854","OR4F15","390649"
"ENSG00000182858.13","ENSG00000182858","ALG12","79087"
"ENSG00000182866.16","ENSG00000182866","LCK","3932"
"ENSG00000182870.12","ENSG00000182870","GALNT9","50614"
"ENSG00000182871.14","ENSG00000182871","COL18A1","80781"
"ENSG00000182872.15","ENSG00000182872","RBM10","8241"
"ENSG00000182873.5","ENSG00000182873","PRKCZ-AS1","100506504"
"ENSG00000182885.16","ENSG00000182885","ADGRG3","222487"
"ENSG00000182888.5","ENSG00000182888","RPS27AP20","100128355"
"ENSG00000182890.4","ENSG00000182890","GLUD2","2747"
"ENSG00000182896.12","ENSG00000182896","TMEM95","339168"
"ENSG00000182898.3","ENSG00000182898","TCHHL1","126637"
"ENSG00000182899.16","ENSG00000182899","RPL35A","6165"
"ENSG00000182901.16","ENSG00000182901","RGS7","6000"
"ENSG00000182902.13","ENSG00000182902","SLC25A18","83733"
"ENSG00000182903.15","ENSG00000182903","ZNF721","170960"
"ENSG00000182912.6","ENSG00000182912",NA,NA
"ENSG00000182916.7","ENSG00000182916","TCEAL7","56849"
"ENSG00000182919.14","ENSG00000182919","BKGD","28970"
"ENSG00000182921.9","ENSG00000182921",NA,NA
"ENSG00000182923.17","ENSG00000182923","CEP63","80254"
"ENSG00000182931.9","ENSG00000182931","WFDC10B","280664"
"ENSG00000182934.11","ENSG00000182934","SRPRA","6734"
"ENSG00000182938.5","ENSG00000182938","OTOP3","347741"
"ENSG00000182944.17","ENSG00000182944","EWSR1","2130"
"ENSG00000182950.2","ENSG00000182950","CIMAP1C","161753"
"ENSG00000182952.4","ENSG00000182952","HMGN4","10473"
"ENSG00000182957.15","ENSG00000182957","SPATA13","221178"
"ENSG00000182963.9","ENSG00000182963","GJC1","10052"
"ENSG00000182965.6","ENSG00000182965",NA,NA
"ENSG00000182968.4","ENSG00000182968","SOX1","6656"
"ENSG00000182973.18","ENSG00000182973","CNOT10","25904"
"ENSG00000182974.3","ENSG00000182974","OR4M2B","118568804"
"ENSG00000182979.17","ENSG00000182979","MTA1","9112"
"ENSG00000182983.14","ENSG00000182983","ZNF662","389114"
"ENSG00000182985.17","ENSG00000182985","CADM1","23705"
"ENSG00000182986.13","ENSG00000182986","ZNF320","162967"
"ENSG00000182993.4","ENSG00000182993","C12orf60","144608"
"ENSG00000183010.16","ENSG00000183010","PYCR1","5831"
"ENSG00000183011.13","ENSG00000183011","NAA38","84316"
"ENSG00000183018.8","ENSG00000183018","SPNS2","124976"
"ENSG00000183019.7","ENSG00000183019","MCEMP1","199675"
"ENSG00000183020.13","ENSG00000183020","AP2A2","161"
"ENSG00000183022.5","ENSG00000183022",NA,NA
"ENSG00000183023.18","ENSG00000183023","SLC8A1","6546"
"ENSG00000183024.3","ENSG00000183024","OR1G1","8390"
"ENSG00000183032.11","ENSG00000183032","SLC25A21","89874"
"ENSG00000183034.12","ENSG00000183034","OTOP2","92736"
"ENSG00000183035.12","ENSG00000183035","CYLC1","1538"
"ENSG00000183036.10","ENSG00000183036","PCP4","5121"
"ENSG00000183044.11","ENSG00000183044","ABAT","18"
"ENSG00000183048.11","ENSG00000183048","SLC25A10","1468"
"ENSG00000183049.12","ENSG00000183049","CAMK1D","57118"
"ENSG00000183054.11","ENSG00000183054","RGPD6","729540"
"ENSG00000183055.5","ENSG00000183055",NA,NA
"ENSG00000183060.15","ENSG00000183060","LYSMD4","145748"
"ENSG00000183066.14","ENSG00000183066","WBP2NL","164684"
"ENSG00000183067.5","ENSG00000183067","IGSF5","150084"
"ENSG00000183072.9","ENSG00000183072","NKX2-5","1482"
"ENSG00000183077.15","ENSG00000183077","AFMID","125061"
"ENSG00000183087.14","ENSG00000183087","GAS6","2621"
"ENSG00000183090.5","ENSG00000183090","FREM3","166752"
"ENSG00000183091.19","ENSG00000183091","NEB","4703"
"ENSG00000183092.16","ENSG00000183092","BEGAIN","57596"
"ENSG00000183098.10","ENSG00000183098","GPC6","10082"
"ENSG00000183111.11","ENSG00000183111","ARHGEF37","389337"
"ENSG00000183114.7","ENSG00000183114","FAM43B","163933"
"ENSG00000183117.18","ENSG00000183117","CSMD1","64478"
"ENSG00000183122.5","ENSG00000183122",NA,NA
"ENSG00000183128.7","ENSG00000183128","CALHM3","119395"
"ENSG00000183134.4","ENSG00000183134","PTGDR2","11251"
"ENSG00000183137.14","ENSG00000183137","CEP57L1","285753"
"ENSG00000183145.8","ENSG00000183145","RIPPLY3","53820"
"ENSG00000183146.4","ENSG00000183146",NA,NA
"ENSG00000183148.6","ENSG00000183148",NA,NA
"ENSG00000183150.7","ENSG00000183150","GPR19","2842"
"ENSG00000183153.6","ENSG00000183153","GJD3","125111"
"ENSG00000183154.1","ENSG00000183154","LOC102723701","102723701"
"ENSG00000183155.4","ENSG00000183155","RABIF","5877"
"ENSG00000183160.8","ENSG00000183160","TMEM119","338773"
"ENSG00000183161.5","ENSG00000183161","FANCF","2188"
"ENSG00000183166.10","ENSG00000183166","CALN1","83698"
"ENSG00000183169.6","ENSG00000183169",NA,NA
"ENSG00000183171.5","ENSG00000183171","NOL11P1","643015"
"ENSG00000183172.8","ENSG00000183172","SMDT1","91689"
"ENSG00000183185.9","ENSG00000183185","GABRR3","200959"
"ENSG00000183186.7","ENSG00000183186","C2CD4C","126567"
"ENSG00000183196.9","ENSG00000183196","CHST6","4166"
"ENSG00000183199.6","ENSG00000183199","HSP90AB3P","3327"
"ENSG00000183206.17","ENSG00000183206","POTEC","388468"
"ENSG00000183207.13","ENSG00000183207","RUVBL2","10856"
"ENSG00000183208.12","ENSG00000183208","GDPGP1","390637"
"ENSG00000183230.16","ENSG00000183230","CTNNA3","29119"
"ENSG00000183239.5","ENSG00000183239",NA,NA
"ENSG00000183242.11","ENSG00000183242","WT1-AS","51352"
"ENSG00000183246.6","ENSG00000183246","RIMBP3C","150221"
"ENSG00000183248.11","ENSG00000183248","PRR36","80164"
"ENSG00000183249.8","ENSG00000183249","NF1P3","4764"
"ENSG00000183250.11","ENSG00000183250","LINC01547","84536"
"ENSG00000183251.4","ENSG00000183251","OR51B4","79339"
"ENSG00000183255.11","ENSG00000183255","PTTG1IP","754"
"ENSG00000183258.11","ENSG00000183258","DDX41","51428"
"ENSG00000183260.7","ENSG00000183260","ABHD16B","140701"
"ENSG00000183269.5","ENSG00000183269","OR52E8","390079"
"ENSG00000183273.6","ENSG00000183273","CCDC60","160777"
"ENSG00000183281.14","ENSG00000183281","PLGLB1","5343"
"ENSG00000183283.15","ENSG00000183283","DAZAP2","9802"
"ENSG00000183287.14","ENSG00000183287","CCBE1","147372"
"ENSG00000183291.16","ENSG00000183291","SELENOF","9403"
"ENSG00000183292.13","ENSG00000183292",NA,NA
"ENSG00000183298.5","ENSG00000183298","RPSAP19","730029"
"ENSG00000183303.2","ENSG00000183303","OR5P2","120065"
"ENSG00000183304.10","ENSG00000183304","FAM9A","171482"
"ENSG00000183305.13","ENSG00000183305","MAGEA2","4101"
"ENSG00000183307.3","ENSG00000183307","TMEM121B","27439"
"ENSG00000183308.6","ENSG00000183308",NA,NA
"ENSG00000183309.11","ENSG00000183309","ZNF623","9831"
"ENSG00000183310.3","ENSG00000183310","OR2T34","127068"
"ENSG00000183313.4","ENSG00000183313","OR52L1","338751"
"ENSG00000183317.16","ENSG00000183317","EPHA10","284656"
"ENSG00000183318.11","ENSG00000183318","SPDYE4","388333"
"ENSG00000183323.12","ENSG00000183323","CCDC125","202243"
"ENSG00000183324.10","ENSG00000183324","REC114","283677"
"ENSG00000183336.8","ENSG00000183336","BOLA2","552900"
"ENSG00000183337.16","ENSG00000183337","BCOR","54880"
"ENSG00000183340.6","ENSG00000183340","JRKL","8690"
"ENSG00000183346.7","ENSG00000183346","CABCOCO1","219621"
"ENSG00000183347.14","ENSG00000183347","GBP6","163351"
"ENSG00000183354.11","ENSG00000183354","BRD10","158358"
"ENSG00000183378.11","ENSG00000183378","OVCH2","341277"
"ENSG00000183379.8","ENSG00000183379","SYNDIG1L","646658"
"ENSG00000183386.9","ENSG00000183386","FHL3","2275"
"ENSG00000183389.5","ENSG00000183389","OR56A4","120793"
"ENSG00000183395.4","ENSG00000183395","PMCH","5367"
"ENSG00000183396.3","ENSG00000183396","TMEM89","440955"
"ENSG00000183397.5","ENSG00000183397","TEKTIP1","100128569"
"ENSG00000183401.11","ENSG00000183401","CCDC159","126075"
"ENSG00000183421.11","ENSG00000183421","RIPK4","54101"
"ENSG00000183423.11","ENSG00000183423","LRIT3","345193"
"ENSG00000183426.16","ENSG00000183426","NPIPA1","9284"
"ENSG00000183431.11","ENSG00000183431","SF3A3","10946"
"ENSG00000183432.6","ENSG00000183432",NA,NA
"ENSG00000183434.9","ENSG00000183434","TFDP3","51270"
"ENSG00000183439.7","ENSG00000183439","TRIM61","391712"
"ENSG00000183444.10","ENSG00000183444","OR7E38P","389537"
"ENSG00000183454.16","ENSG00000183454","GRIN2A","2903"
"ENSG00000183458.13","ENSG00000183458","PKD1P3","339039"
"ENSG00000183463.5","ENSG00000183463","URAD","646625"
"ENSG00000183470.9","ENSG00000183470","FLJ40288","286023"
"ENSG00000183474.15","ENSG00000183474","GTF2H2C","728340"
"ENSG00000183475.12","ENSG00000183475","ASB7","140460"
"ENSG00000183476.12","ENSG00000183476","SH2D7","646892"
"ENSG00000183479.12","ENSG00000183479","TREX2","11219"
"ENSG00000183484.11","ENSG00000183484","GPR132","29933"
"ENSG00000183486.12","ENSG00000183486","MX2","4600"
"ENSG00000183495.13","ENSG00000183495","EP400","57634"
"ENSG00000183496.5","ENSG00000183496","MEX3B","84206"
"ENSG00000183506.17","ENSG00000183506",NA,NA
"ENSG00000183508.4","ENSG00000183508","TENT5C","54855"
"ENSG00000183513.8","ENSG00000183513","COA5","493753"
"ENSG00000183514.4","ENSG00000183514",NA,NA
"ENSG00000183520.11","ENSG00000183520","UTP11","51118"
"ENSG00000183527.11","ENSG00000183527","PSMG1","8624"
"ENSG00000183530.13","ENSG00000183530","PRR14L","253143"
"ENSG00000183535.9","ENSG00000183535","COL18A1-AS1","378832"
"ENSG00000183542.5","ENSG00000183542","KLRC4","8302"
"ENSG00000183549.10","ENSG00000183549","ACSM5","54988"
"ENSG00000183559.11","ENSG00000183559","C10orf120","399814"
"ENSG00000183560.9","ENSG00000183560","IZUMO1R","390243"
"ENSG00000183562.3","ENSG00000183562",NA,NA
"ENSG00000183566.10","ENSG00000183566",NA,NA
"ENSG00000183569.17","ENSG00000183569","SERHL2","253190"
"ENSG00000183570.16","ENSG00000183570","PCBP3","54039"
"ENSG00000183571.10","ENSG00000183571","PGPEP1L","145814"
"ENSG00000183576.12","ENSG00000183576","SETD3","84193"
"ENSG00000183578.7","ENSG00000183578","TNFAIP8L3","388121"
"ENSG00000183579.15","ENSG00000183579","ZNRF3","84133"
"ENSG00000183580.9","ENSG00000183580","FBXL7","23194"
"ENSG00000183586.8","ENSG00000183586",NA,NA
"ENSG00000183597.15","ENSG00000183597","TANGO2","128989"
"ENSG00000183598.3","ENSG00000183598","H3C13","653604"
"ENSG00000183604.14","ENSG00000183604",NA,NA
"ENSG00000183605.16","ENSG00000183605","SFXN4","119559"
"ENSG00000183607.9","ENSG00000183607","GKN2","200504"
"ENSG00000183615.5","ENSG00000183615","FAM167B","84734"
"ENSG00000183617.4","ENSG00000183617","MRPL54","116541"
"ENSG00000183621.15","ENSG00000183621","ZNF438","220929"
"ENSG00000183624.13","ENSG00000183624","HMCES","56941"
"ENSG00000183625.14","ENSG00000183625","CCR3","1232"
"ENSG00000183628.12","ENSG00000183628","DGCR6","8214"
"ENSG00000183629.13","ENSG00000183629","GOLGA8G","283768"
"ENSG00000183631.4","ENSG00000183631","PRR32","100130613"
"ENSG00000183632.14","ENSG00000183632","TP53TG3","24150"
"ENSG00000183638.5","ENSG00000183638","RP1L1","94137"
"ENSG00000183640.5","ENSG00000183640","KRTAP8-1","337879"
"ENSG00000183643.4","ENSG00000183643","C15orf32","145858"
"ENSG00000183644.13","ENSG00000183644","HOATZ","399949"
"ENSG00000183647.10","ENSG00000183647","ZNF530","348327"
"ENSG00000183648.9","ENSG00000183648","NDUFB1","4707"
"ENSG00000183654.8","ENSG00000183654","MARCHF11","441061"
"ENSG00000183655.12","ENSG00000183655","KLHL25","64410"
"ENSG00000183662.10","ENSG00000183662","TAFA1","407738"
"ENSG00000183663.6","ENSG00000183663",NA,NA
"ENSG00000183665.5","ENSG00000183665","TYW2","55039"
"ENSG00000183666.16","ENSG00000183666",NA,NA
"ENSG00000183668.17","ENSG00000183668","PSG9","5678"
"ENSG00000183671.12","ENSG00000183671","CMKLR2","2825"
"ENSG00000183674.11","ENSG00000183674",NA,NA
"ENSG00000183682.7","ENSG00000183682","BMP8A","353500"
"ENSG00000183684.7","ENSG00000183684","ALYREF","10189"
"ENSG00000183688.4","ENSG00000183688","RFLNB","359845"
"ENSG00000183690.12","ENSG00000183690","EFHC2","80258"
"ENSG00000183691.4","ENSG00000183691","NOG","9241"
"ENSG00000183695.2","ENSG00000183695","MRGPRX2","117194"
"ENSG00000183696.13","ENSG00000183696","UPP1","7378"
"ENSG00000183704.7","ENSG00000183704","SLC9B1P1","100128190"
"ENSG00000183706.5","ENSG00000183706","OR4N4","283694"
"ENSG00000183709.7","ENSG00000183709","IFNL2","282616"
"ENSG00000183715.13","ENSG00000183715","OPCML","4978"
"ENSG00000183718.5","ENSG00000183718","TRIM52","84851"
"ENSG00000183722.8","ENSG00000183722","LHFPL6","10186"
"ENSG00000183723.12","ENSG00000183723","CMTM4","146223"
"ENSG00000183726.10","ENSG00000183726","TMEM50A","23585"
"ENSG00000183729.3","ENSG00000183729",NA,NA
"ENSG00000183733.6","ENSG00000183733","FIGLA","344018"
"ENSG00000183734.4","ENSG00000183734","ASCL2","430"
"ENSG00000183735.9","ENSG00000183735","TBK1","29110"
"ENSG00000183741.11","ENSG00000183741","CBX6","23466"
"ENSG00000183742.12","ENSG00000183742","MACC1","346389"
"ENSG00000183747.11","ENSG00000183747","ACSM2A","123876"
"ENSG00000183751.14","ENSG00000183751","TBL3","10607"
"ENSG00000183753.10","ENSG00000183753","BPY2","9083"
"ENSG00000183760.10","ENSG00000183760","ACP7","390928"
"ENSG00000183762.12","ENSG00000183762","KREMEN1","83999"
"ENSG00000183763.8","ENSG00000183763","TRAIP","10293"
"ENSG00000183765.21","ENSG00000183765","CHEK2","11200"
"ENSG00000183770.6","ENSG00000183770","FOXL2","668"
"ENSG00000183773.15","ENSG00000183773","AIFM3","150209"
"ENSG00000183775.10","ENSG00000183775","KCTD16","57528"
"ENSG00000183778.17","ENSG00000183778","B3GALT5","10317"
"ENSG00000183779.6","ENSG00000183779","ZNF703","80139"
"ENSG00000183780.12","ENSG00000183780","SLC35F3","148641"
"ENSG00000183783.6","ENSG00000183783","KCTD8","386617"
"ENSG00000183784.7","ENSG00000183784","DOCK8-AS1","157983"
"ENSG00000183785.14","ENSG00000183785","TUBA8","51807"
"ENSG00000183791.4","ENSG00000183791",NA,NA
"ENSG00000183793.13","ENSG00000183793","NPIPA5","100288332"
"ENSG00000183798.4","ENSG00000183798","EMILIN3","90187"
"ENSG00000183801.7","ENSG00000183801","OLFML1","283298"
"ENSG00000183807.7","ENSG00000183807","FAM162B","221303"
"ENSG00000183808.11","ENSG00000183808","RBM12B","389677"
"ENSG00000183813.6","ENSG00000183813","CCR4","1233"
"ENSG00000183814.15","ENSG00000183814","LIN9","286826"
"ENSG00000183822.3","ENSG00000183822","NCF4-AS1","107985578"
"ENSG00000183826.17","ENSG00000183826","BTBD9","114781"
"ENSG00000183828.14","ENSG00000183828","NUDT14","256281"
"ENSG00000183831.6","ENSG00000183831","ANKRD45","339416"
"ENSG00000183833.16","ENSG00000183833","CFAP91","89876"
"ENSG00000183837.9","ENSG00000183837","PNMA3","29944"
"ENSG00000183840.6","ENSG00000183840","GPR39","2863"
"ENSG00000183844.16","ENSG00000183844","FAM3B","54097"
"ENSG00000183850.13","ENSG00000183850","ZNF730","100129543"
"ENSG00000183853.17","ENSG00000183853","KIRREL1","55243"
"ENSG00000183856.10","ENSG00000183856","IQGAP3","128239"
"ENSG00000183862.5","ENSG00000183862","CNGA2","1260"
"ENSG00000183864.4","ENSG00000183864","TOB2","10766"
"ENSG00000183873.15","ENSG00000183873","SCN5A","6331"
"ENSG00000183876.8","ENSG00000183876","ARSI","340075"
"ENSG00000183878.15","ENSG00000183878","UTY","7404"
"ENSG00000183888.4","ENSG00000183888","SRARP","149563"
"ENSG00000183889.12","ENSG00000183889","NPIPA6","131675794"
"ENSG00000183891.5","ENSG00000183891","TTC32","130502"
"ENSG00000183908.5","ENSG00000183908","LRRC55","219527"
"ENSG00000183909.6","ENSG00000183909",NA,NA
"ENSG00000183911.7","ENSG00000183911",NA,NA
"ENSG00000183914.14","ENSG00000183914","DNAH2","146754"
"ENSG00000183918.16","ENSG00000183918","SH2D1A","4068"
"ENSG00000183921.7","ENSG00000183921","SDR42E2","100288072"
"ENSG00000183929.7","ENSG00000183929",NA,NA
"ENSG00000183935.5","ENSG00000183935",NA,NA
"ENSG00000183938.5","ENSG00000183938","TRBV21OR9-2","6959"
"ENSG00000183943.5","ENSG00000183943","PRKX","5613"
"ENSG00000183955.12","ENSG00000183955","KMT5A","387893"
"ENSG00000183960.8","ENSG00000183960","KCNH8","131096"
"ENSG00000183963.18","ENSG00000183963","SMTN","6525"
"ENSG00000183971.7","ENSG00000183971","NPW","283869"
"ENSG00000183977.13","ENSG00000183977","PP2D1","151649"
"ENSG00000183978.7","ENSG00000183978","COA3","28958"
"ENSG00000183979.7","ENSG00000183979","NPB","256933"
"ENSG00000183981.8","ENSG00000183981",NA,NA
"ENSG00000184005.10","ENSG00000184005","ST6GALNAC3","256435"
"ENSG00000184007.20","ENSG00000184007","PTP4A2","8073"
"ENSG00000184009.11","ENSG00000184009","ACTG1","71"
"ENSG00000184012.11","ENSG00000184012","TMPRSS2","7113"
"ENSG00000184014.7","ENSG00000184014","DENND5A","23258"
"ENSG00000184022.4","ENSG00000184022","OR2T10","127069"
"ENSG00000184029.9","ENSG00000184029","DSCR4","10281"
"ENSG00000184032.2","ENSG00000184032","KRTAP20-2","337976"
"ENSG00000184033.13","ENSG00000184033","CTAG1B","1485"
"ENSG00000184047.17","ENSG00000184047","DIABLO","56616"
"ENSG00000184055.4","ENSG00000184055",NA,NA
"ENSG00000184056.14","ENSG00000184056","VPS33B","26276"
"ENSG00000184058.14","ENSG00000184058","TBX1","6899"
"ENSG00000184060.10","ENSG00000184060","ADAP2","55803"
"ENSG00000184068.2","ENSG00000184068",NA,NA
"ENSG00000184076.13","ENSG00000184076","UQCR10","29796"
"ENSG00000184083.11","ENSG00000184083","FAM120C","54954"
"ENSG00000184084.7","ENSG00000184084","ATP5PFP4","133039970"
"ENSG00000184100.6","ENSG00000184100","BRD7P2","647076"
"ENSG00000184106.8","ENSG00000184106",NA,NA
"ENSG00000184108.7","ENSG00000184108","TRIML1","339976"
"ENSG00000184110.14","ENSG00000184110","EIF3C","8663"
"ENSG00000184111.6","ENSG00000184111","RPL11P4","100271272"
"ENSG00000184113.9","ENSG00000184113","CLDN5","7122"
"ENSG00000184115.17","ENSG00000184115",NA,NA
"ENSG00000184117.11","ENSG00000184117","NIPSNAP1","8508"
"ENSG00000184139.8","ENSG00000184139","RPL7AP28","100271209"
"ENSG00000184140.6","ENSG00000184140","OR4F6","390648"
"ENSG00000184144.11","ENSG00000184144","CNTN2","6900"
"ENSG00000184148.3","ENSG00000184148","SPRR4","163778"
"ENSG00000184154.14","ENSG00000184154","LRRC51","120356739"
"ENSG00000184155.8","ENSG00000184155","OR10J5","127385"
"ENSG00000184156.16","ENSG00000184156","KCNQ3","3786"
"ENSG00000184160.7","ENSG00000184160","ADRA2C","152"
"ENSG00000184162.14","ENSG00000184162","NR2C2AP","126382"
"ENSG00000184163.3","ENSG00000184163","C1QTNF12","388581"
"ENSG00000184164.14","ENSG00000184164","CRELD2","79174"
"ENSG00000184166.2","ENSG00000184166","OR1D2","4991"
"ENSG00000184178.15","ENSG00000184178","SCFD2","152579"
"ENSG00000184182.18","ENSG00000184182","UBE2F","140739"
"ENSG00000184185.9","ENSG00000184185","KCNJ12","3768"
"ENSG00000184188.6","ENSG00000184188",NA,NA
"ENSG00000184194.5","ENSG00000184194","GPR173","54328"
"ENSG00000184203.7","ENSG00000184203","PPP1R2","5504"
"ENSG00000184205.14","ENSG00000184205","TSPYL2","64061"
"ENSG00000184206.11","ENSG00000184206","GOLGA6L4","643707"
"ENSG00000184207.8","ENSG00000184207","PGP","283871"
"ENSG00000184208.10","ENSG00000184208",NA,NA
"ENSG00000184209.14","ENSG00000184209","SNRNP35","11066"
"ENSG00000184210.5","ENSG00000184210","DGAT2L6","347516"
"ENSG00000184216.13","ENSG00000184216","IRAK1","3654"
"ENSG00000184220.11","ENSG00000184220","CMSS1","84319"
"ENSG00000184221.12","ENSG00000184221","OLIG1","116448"
"ENSG00000184224.3","ENSG00000184224","NDUFV1-DT","100505621"
"ENSG00000184226.14","ENSG00000184226","PCDH9","5101"
"ENSG00000184227.7","ENSG00000184227","ACOT1","641371"
"ENSG00000184232.8","ENSG00000184232","OAF","220323"
"ENSG00000184254.16","ENSG00000184254","ALDH1A3","220"
"ENSG00000184258.7","ENSG00000184258",NA,NA
"ENSG00000184260.5","ENSG00000184260","H2AC20","8338"
"ENSG00000184261.4","ENSG00000184261","KCNK12","56660"
"ENSG00000184270.4","ENSG00000184270","H2AC21","317772"
"ENSG00000184271.17","ENSG00000184271","POU6F1","5463"
"ENSG00000184274.3","ENSG00000184274","LOC124905040","124905040"
"ENSG00000184276.2","ENSG00000184276","DEFB108B","245911"
"ENSG00000184277.12","ENSG00000184277","TM2D3","80213"
"ENSG00000184281.14","ENSG00000184281","TSSC4","10078"
"ENSG00000184292.6","ENSG00000184292","TACSTD2","4070"
"ENSG00000184293.7","ENSG00000184293",NA,NA
"ENSG00000184302.6","ENSG00000184302","SIX6","4990"
"ENSG00000184303.5","ENSG00000184303",NA,NA
"ENSG00000184304.14","ENSG00000184304","PRKD1","5587"
"ENSG00000184305.15","ENSG00000184305","CCSER1","401145"
"ENSG00000184307.14","ENSG00000184307","ZDHHC23","254887"
"ENSG00000184313.19","ENSG00000184313","MROH7","374977"
"ENSG00000184319.15","ENSG00000184319",NA,NA
"ENSG00000184321.1","ENSG00000184321","OR51J1","79470"
"ENSG00000184330.11","ENSG00000184330","S100A7A","338324"
"ENSG00000184343.10","ENSG00000184343","SRPK3","26576"
"ENSG00000184344.3","ENSG00000184344","GDF3","9573"
"ENSG00000184345.4","ENSG00000184345","IQCF2","389123"
"ENSG00000184347.14","ENSG00000184347","SLIT3","6586"
"ENSG00000184349.12","ENSG00000184349","EFNA5","1946"
"ENSG00000184350.9","ENSG00000184350","MRGPRE","116534"
"ENSG00000184351.7","ENSG00000184351","KRTAP19-1","337882"
"ENSG00000184357.4","ENSG00000184357","H1-5","3009"
"ENSG00000184361.12","ENSG00000184361","SPATA32","124783"
"ENSG00000184363.9","ENSG00000184363","PKP3","11187"
"ENSG00000184368.15","ENSG00000184368","MAP7D2","256714"
"ENSG00000184371.13","ENSG00000184371","CSF1","1435"
"ENSG00000184374.2","ENSG00000184374","COLEC10","10584"
"ENSG00000184378.2","ENSG00000184378","ACTRT3","84517"
"ENSG00000184381.18","ENSG00000184381","PLA2G6","8398"
"ENSG00000184384.13","ENSG00000184384","MAML2","84441"
"ENSG00000184385.2","ENSG00000184385","UMODL1-AS1","150147"
"ENSG00000184388.5","ENSG00000184388","PABPC1L2B","645974"
"ENSG00000184389.9","ENSG00000184389","A3GALT2","127550"
"ENSG00000184394.2","ENSG00000184394","OR4N5","390437"
"ENSG00000184402.14","ENSG00000184402","SS18L1","26039"
"ENSG00000184408.9","ENSG00000184408","KCND2","3751"
"ENSG00000184414.2","ENSG00000184414",NA,NA
"ENSG00000184423.5","ENSG00000184423",NA,NA
"ENSG00000184428.12","ENSG00000184428","TOP1MT","116447"
"ENSG00000184432.9","ENSG00000184432","COPB2","9276"
"ENSG00000184434.7","ENSG00000184434","LRRC19","64922"
"ENSG00000184436.11","ENSG00000184436","THAP7","80764"
"ENSG00000184441.4","ENSG00000184441",NA,NA
"ENSG00000184445.11","ENSG00000184445","KNTC1","9735"
"ENSG00000184451.5","ENSG00000184451","CCR10","2826"
"ENSG00000184454.6","ENSG00000184454","NCMAP","400746"
"ENSG00000184459.8","ENSG00000184459","BPIFC","254240"
"ENSG00000184465.16","ENSG00000184465","WDR27","253769"
"ENSG00000184470.20","ENSG00000184470","TXNRD2","10587"
"ENSG00000184471.7","ENSG00000184471","C1QTNF8","390664"
"ENSG00000184478.7","ENSG00000184478","OR56A3","390083"
"ENSG00000184481.16","ENSG00000184481","FOXO4","4303"
"ENSG00000184486.9","ENSG00000184486","POU3F2","5454"
"ENSG00000184489.11","ENSG00000184489","PTP4A3","11156"
"ENSG00000184492.6","ENSG00000184492","FOXD4L1","200350"
"ENSG00000184497.12","ENSG00000184497","TMEM255B","348013"
"ENSG00000184500.15","ENSG00000184500","PROS1","5627"
"ENSG00000184502.3","ENSG00000184502","GAST","2520"
"ENSG00000184507.15","ENSG00000184507","NUTM1","256646"
"ENSG00000184508.11","ENSG00000184508","HDDC3","374659"
"ENSG00000184515.10","ENSG00000184515","BEX5","340542"
"ENSG00000184517.11","ENSG00000184517","ZFP1","162239"
"ENSG00000184523.4","ENSG00000184523",NA,NA
"ENSG00000184524.5","ENSG00000184524","CEND1","51286"
"ENSG00000184530.8","ENSG00000184530","C6orf58","352999"
"ENSG00000184544.11","ENSG00000184544","DHRS7C","201140"
"ENSG00000184545.10","ENSG00000184545","DUSP8","1850"
"ENSG00000184557.4","ENSG00000184557","SOCS3","9021"
"ENSG00000184560.7","ENSG00000184560","SPEM2","201243"
"ENSG00000184564.9","ENSG00000184564","SLITRK6","84189"
"ENSG00000184566.3","ENSG00000184566",NA,NA
"ENSG00000184571.13","ENSG00000184571","PIWIL3","440822"
"ENSG00000184574.9","ENSG00000184574","LPAR5","57121"
"ENSG00000184575.11","ENSG00000184575","XPOT","11260"
"ENSG00000184584.12","ENSG00000184584","STING1","340061"
"ENSG00000184588.17","ENSG00000184588","PDE4B","5142"
"ENSG00000184599.13","ENSG00000184599","TAFA3","284467"
"ENSG00000184601.10","ENSG00000184601","C14orf180","400258"
"ENSG00000184602.5","ENSG00000184602","SNN","8303"
"ENSG00000184608.8","ENSG00000184608","FAM167A-AS1","83656"
"ENSG00000184611.11","ENSG00000184611","KCNH7","90134"
"ENSG00000184612.8","ENSG00000184612",NA,NA
"ENSG00000184613.10","ENSG00000184613","NELL2","4753"
"ENSG00000184616.8","ENSG00000184616","SPDYE12","100101268"
"ENSG00000184617.10","ENSG00000184617",NA,NA
"ENSG00000184619.5","ENSG00000184619","KRABD2","124751"
"ENSG00000184624.4","ENSG00000184624",NA,NA
"ENSG00000184634.15","ENSG00000184634","MED12","9968"
"ENSG00000184635.15","ENSG00000184635","ZNF93","81931"
"ENSG00000184640.17","ENSG00000184640","SEPTIN9","10801"
"ENSG00000184647.10","ENSG00000184647","PRSS55","203074"
"ENSG00000184650.10","ENSG00000184650","ODF4","146852"
"ENSG00000184659.5","ENSG00000184659","FOXD4L4","349334"
"ENSG00000184661.13","ENSG00000184661","CDCA2","157313"
